,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU02360,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA
OTU02361,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
OTU02362,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,NA
OTU02363,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] brachy group,NA
OTU02364,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU02365,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
OTU02366,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Floricoccus,NA
OTU02367,Bacteria,Firmicutes,D8A-2,NA,NA,NA,NA
OTU02368,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA
OTU02369,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,NA
OTU02370,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU02371,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
OTU02372,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU02373,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,NA
OTU02374,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
OTU02375,Bacteria,Firmicutes,Clostridia,Lachnospirales,NA,NA,NA
OTU02376,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02377,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,NA,NA
OTU02378,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,NA
OTU02379,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02380,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02381,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU02382,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
OTU02383,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU02384,Bacteria,Firmicutes,Clostridia,Lachnospirales,NA,NA,NA
OTU02385,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,NA
OTU02386,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,NA
OTU02387,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
OTU02388,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02389,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02390,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
OTU02391,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU02392,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,NA
OTU02393,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU02394,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02395,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU02396,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02397,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
OTU02398,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
OTU02399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium,hirschii
OTU02400,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
OTU02401,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
OTU02402,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter,NA
OTU02403,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02404,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02405,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,NA
OTU02406,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
OTU02407,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
OTU02408,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
OTU02409,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gauvreauii group,NA
OTU02410,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,NA
OTU02411,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,NA,NA
OTU02412,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
OTU02413,Bacteria,NA,NA,NA,NA,NA,NA
OTU02414,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
OTU02415,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU02416,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
OTU02417,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02418,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA
OTU02419,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
OTU02420,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
OTU02421,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,NA
OTU02422,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Aquaspirillum,NA
OTU02423,Bacteria,NA,NA,NA,NA,NA,NA
OTU02424,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,NA
OTU02425,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
OTU02426,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,NA
OTU02427,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
OTU02428,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group,NA
OTU02429,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02430,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,NA
OTU02431,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK3A20 group,NA
OTU02432,Bacteria,WPS-2,NA,NA,NA,NA,NA
OTU02433,Bacteria,NA,NA,NA,NA,NA,NA
OTU02434,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,NA
OTU02435,Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,NA
OTU02436,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU02437,Bacteria,NA,NA,NA,NA,NA,NA
OTU02438,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
OTU02439,Bacteria,NA,NA,NA,NA,NA,NA
OTU02440,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
OTU02441,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminivibrio,NA
OTU02442,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,NA
OTU02443,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU02444,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
OTU02445,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
OTU02446,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
OTU02447,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,NA
OTU02448,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02449,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
OTU02450,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,NA
OTU02451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
OTU02452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,[Aquaspirillum] polymorphum group,NA
OTU02453,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
OTU02454,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
OTU02455,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,NA,NA
OTU02456,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,NA,NA
OTU02457,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02458,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA
OTU02459,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,chliarophilus
OTU02460,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
OTU02462,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU02463,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU02464,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,NA
OTU02465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU02466,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
OTU02467,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU02468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,NA
OTU02469,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02470,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU02471,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,NA
OTU02472,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
OTU02473,Bacteria,NA,NA,NA,NA,NA,NA
OTU02474,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
OTU02475,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA
OTU02476,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,NA
OTU02477,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02478,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
OTU02479,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02480,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
OTU02481,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
OTU02482,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02483,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
OTU02484,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,NA
OTU02485,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA,NA
OTU02486,Bacteria,NA,NA,NA,NA,NA,NA
OTU02487,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02488,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
OTU02489,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
OTU02490,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA
OTU02491,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
OTU02492,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
OTU02493,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
OTU02494,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
OTU02495,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,NA
OTU02496,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU02497,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA
OTU02498,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU02499,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02500,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,NA,NA
OTU02501,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02502,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
OTU02503,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
OTU02504,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
OTU02505,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Acetanaerobacterium,NA
OTU02506,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU02507,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
OTU02508,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-008,NA
OTU02509,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU02510,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
OTU02511,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,NA
OTU02512,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Parvimonas,micra
OTU02513,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans,acidivorans
OTU02514,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,vulgaris
OTU02515,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,NA
OTU02516,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,NA,NA,NA
OTU02517,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,NA,NA
OTU02518,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU02519,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
OTU02520,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
OTU02521,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU02522,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,NA,NA,NA
OTU02523,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
OTU02524,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU02525,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
OTU02526,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,NA
OTU02527,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU02528,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Nostocoida,NA
OTU02529,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,NA
OTU02530,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
OTU02531,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU02532,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
OTU02533,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
OTU02534,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio,NA
OTU02535,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU02536,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU02537,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU02538,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA
OTU02539,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02540,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA
OTU02541,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02542,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,NA
OTU02543,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU02544,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02545,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU02546,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02547,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,NA,NA
OTU02548,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriales Incertae Sedis,Tomitella,NA
OTU02549,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA
OTU02550,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
OTU02551,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
OTU02552,Bacteria,NA,NA,NA,NA,NA,NA
OTU02553,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,NA
OTU02554,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,NA,NA
OTU02555,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,NA
OTU02556,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02557,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,NA
OTU02558,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
OTU02559,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
OTU02560,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02561,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU02562,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
OTU02563,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU02564,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis PCC-7914,NA
OTU02565,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
OTU02566,Bacteria,NA,NA,NA,NA,NA,NA
OTU02567,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU02568,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
OTU02569,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
OTU02570,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02571,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02572,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
OTU02573,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
OTU02574,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,NA
OTU02575,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
OTU02576,Bacteria,NA,NA,NA,NA,NA,NA
OTU02577,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,NA
OTU02578,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02579,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
OTU02580,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02581,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,NA
OTU02582,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,NA
OTU02583,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU02584,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA
OTU02585,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU02586,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,NA
OTU02587,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
OTU02588,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA
OTU02589,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,NA,NA
OTU02590,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA
OTU02591,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,NA,NA
OTU02592,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02593,Bacteria,Patescibacteria,NA,NA,NA,NA,NA
OTU02594,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02595,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02596,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02597,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
OTU02598,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,NA
OTU02599,Bacteria,Firmicutes,Limnochordia,B55-F-B-G02,NA,NA,NA
OTU02600,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02601,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,NA
OTU02602,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU02603,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
OTU02604,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02605,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA
OTU02606,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,NA
OTU02607,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA,NA
OTU02608,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
OTU02609,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA
OTU02611,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
OTU02612,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,NA
OTU02613,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
OTU02614,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU02615,Bacteria,NA,NA,NA,NA,NA,NA
OTU02616,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,NA
OTU02617,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum,NA
OTU02618,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA
OTU02619,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02620,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,NA
OTU02621,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,NA,NA,NA
OTU02622,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA,NA,NA
OTU02623,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,NA,NA
OTU02624,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA
OTU02625,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas,NA
OTU02626,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU02627,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
